Airline,Source,Destination,Route,Arrival_Time,Additional_Info,Price,Date_of_Journey_day,Date_of_Journey_month,Date_of_Journey_weekday,Date_of_Journey_hour,Date_of_Journey_minute,Dep_Time_minutes,Duration_minutes
Air India,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,10191,18,5,5,0,0,780.0,375
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:45,In-flight meal not included,13843,9,3,5,0,0,135.0,1050
IndiGo,Delhi,Cochin,DEL ? LKO ? COK,03:35 02 May,No info,6349,1,5,2,0,0,1310.0,345
Air Asia,Kolkata,Banglore,CCU ? BLR,12:55,No info,4409,1,5,2,0,0,620.0,155
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:45 07 Mar,No info,17024,6,3,2,0,0,1095.0,1530
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,13727,18,5,5,0,0,425.0,835
IndiGo,Banglore,New Delhi,BLR ? DEL,21:20,No info,8855,15,3,4,0,0,1105.0,175
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,12524,24,6,0,0,0,525.0,615
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,20:20,No info,13555,18,3,0,0,0,700.0,520
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,12:00,In-flight meal not included,10844,6,6,3,0,0,390.0,330
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,13587,9,6,6,0,0,540.0,720
SpiceJet,Chennai,Kolkata,MAA ? CCU,12:00,No check-in baggage included,3543,12,6,2,0,0,585.0,135
Vistara,Chennai,Kolkata,MAA ? CCU,09:20,No info,4842,18,3,0,0,0,425.0,135
IndiGo,Banglore,Delhi,BLR ? DEL,02:20 25 Apr,No info,3943,24,4,2,0,0,1410.0,170
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 10 Jun,In-flight meal not included,10577,9,6,6,0,0,1155.0,550
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,6979,15,5,2,0,0,635.0,625
Vistara,Chennai,Kolkata,MAA ? CCU,20:05,No info,11982,27,6,3,0,0,1065.0,140
SpiceJet,Delhi,Cochin,DEL ? PNQ ? COK,13:15,No info,5264,6,6,3,0,0,525.0,270
Vistara,Delhi,Cochin,DEL ? COK,09:10,No info,8001,3,3,6,0,0,360.0,190
Air India,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:15 02 Jun,No info,10651,1,6,5,0,0,1185.0,1410
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,19:50 25 May,In-flight meal not included,10844,24,5,4,0,0,990.0,1640
Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,22:20,No info,6601,27,3,2,0,0,585.0,755
Air India,Delhi,Cochin,DEL ? BOM ? COK,19:15 22 Mar,No info,6587,21,3,3,0,0,1140.0,1455
SpiceJet,Mumbai,Hyderabad,BOM ? HYD,14:30,No info,3173,21,3,3,0,0,790.0,80
Air India,Banglore,Delhi,BLR ? DEL,12:45,No info,5228,9,5,3,0,0,600.0,165
Jet Airways,Banglore,Delhi,BLR ? DEL,10:10,In-flight meal not included,5769,21,6,4,0,0,430.0,180
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,14714,6,6,3,0,0,480.0,660
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:00,No info,13014,3,6,0,0,0,330.0,810
IndiGo,Banglore,Delhi,BLR ? DEL,01:00 04 Jun,No info,3359,3,6,0,0,0,1330.0,170
GoAir,Banglore,New Delhi,BLR ? DEL,23:50,No info,6722,3,3,6,0,0,1255.0,175
IndiGo,Kolkata,Banglore,CCU ? BLR,12:20,No info,4462,18,3,0,0,0,575.0,165
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,16:10,No info,6171,9,3,5,0,0,295.0,675
Air India,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,20:25,No info,12303,21,5,1,0,0,350.0,875
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:35 22 Mar,No info,7695,21,3,3,0,0,700.0,835
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,01:30 25 Jun,No info,5684,24,6,0,0,0,685.0,845
Air India,Kolkata,Banglore,CCU ? BOM ? BLR,07:55 13 Jun,No info,8366,12,6,2,0,0,1010.0,905
Air India,Chennai,Kolkata,MAA ? CCU,13:55,No info,19630,1,3,4,0,0,700.0,135
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,05:05 07 Mar,In-flight meal not included,13502,6,3,2,0,0,845.0,900
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,10:05 02 May,No info,14781,1,5,2,0,0,1270.0,775
Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,16:10,No info,6513,12,6,2,0,0,430.0,540
Air India,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,9929,1,6,5,0,0,420.0,735
Multiple carriers,Delhi,Cochin,DEL ? IXU ? BOM ? COK,01:30 07 Jun,No info,18275,6,6,3,0,0,1070.0,460
Air India,Delhi,Cochin,DEL ? MAA ? COK,09:25 10 Apr,No info,4487,9,4,1,0,0,365.0,1640
IndiGo,Mumbai,Hyderabad,BOM ? HYD,22:45,No info,2754,15,3,4,0,0,1280.0,85
Air India,Mumbai,Hyderabad,BOM ? HYD,07:40,No info,2575,27,3,2,0,0,380.0,80
SpiceJet,Kolkata,Banglore,CCU ? IXB ? BLR,21:25,No info,8224,12,6,2,0,0,955.0,330
Air India,Delhi,Cochin,DEL ? BLR ? COK,08:15 10 Mar,No info,8991,9,3,5,0,0,1230.0,705
IndiGo,Delhi,Cochin,DEL ? COK,08:50,No info,5000,24,6,0,0,0,335.0,195
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,19:50 13 Jun,In-flight meal not included,8529,12,6,2,0,0,1135.0,1495
Air India,Delhi,Cochin,DEL ? MAA ? COK,09:25 04 Mar,No info,14042,3,3,6,0,0,365.0,1640
Jet Airways,Banglore,Delhi,BLR ? DEL,14:05,In-flight meal not included,4030,24,5,4,0,0,670.0,175
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,12:00 07 Jun,In-flight meal not included,10844,6,6,3,0,0,1135.0,1025
IndiGo,Kolkata,Banglore,CCU ? BLR,00:05 07 May,No info,4804,6,5,0,0,0,1285.0,160
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 28 May,In-flight meal not included,7308,27,5,0,0,0,1050.0,480
IndiGo,Banglore,Delhi,BLR ? DEL,19:55,No info,4823,12,5,6,0,0,1015.0,180
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,12:35 25 Jun,In-flight meal not included,10262,24,6,0,0,0,540.0,1655
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 28 May,In-flight meal not included,12898,27,5,0,0,0,1255.0,450
Air India,Banglore,New Delhi,BLR ? BOM ? JDH ? DEL,16:20 13 Mar,No info,12778,12,3,1,0,0,1045.0,1375
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,13:20,No info,14871,3,3,6,0,0,285.0,515
Air India,Delhi,Cochin,DEL ? UDR ? BOM ? COK,19:15 22 Mar,No info,8708,21,3,3,0,0,800.0,1795
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,18:15 07 Jun,In-flight meal not included,10844,6,6,3,0,0,1200.0,1335
SpiceJet,Mumbai,Hyderabad,BOM ? HYD,07:05,No info,4129,6,3,2,0,0,345.0,80
IndiGo,Kolkata,Banglore,CCU ? BLR,00:05 19 May,No info,4804,18,5,5,0,0,1285.0,160
Jet Airways,Banglore,Delhi,BLR ? DEL,11:20,No info,7229,6,5,0,0,0,500.0,180
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,19:10,In-flight meal not included,7832,21,3,3,0,0,420.0,730
SpiceJet,Chennai,Kolkata,MAA ? CCU,12:05,No info,3859,18,3,0,0,0,570.0,155
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,9001,6,6,3,0,0,450.0,705
Vistara,Banglore,Delhi,BLR ? DEL,19:35,No info,4878,9,5,3,0,0,1020.0,155
IndiGo,Mumbai,Hyderabad,BOM ? HYD,04:05,No info,2754,3,5,4,0,0,155.0,90
Vistara,Banglore,Delhi,BLR ? DEL,09:40,No info,4668,27,6,3,0,0,420.0,160
Air Asia,Kolkata,Banglore,CCU ? BLR,12:55,No info,5216,12,5,6,0,0,620.0,155
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,04:25 07 Jun,In-flight meal not included,10368,6,6,3,0,0,330.0,1375
IndiGo,Delhi,Cochin,DEL ? HYD ? MAA ? COK,21:20,No info,8146,9,3,5,0,0,400.0,880
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 28 Mar,No info,12242,27,3,2,0,0,780.0,925
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,15:15,In-flight meal not included,9134,15,3,4,0,0,480.0,435
Air India,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:25 07 Jun,No info,10939,6,6,3,0,0,795.0,1210
Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,07:40 07 Jun,No info,11753,6,6,3,0,0,655.0,1245
SpiceJet,Kolkata,Banglore,CCU ? BLR,19:40,No info,4174,24,4,2,0,0,1030.0,150
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,19:50 22 May,In-flight meal not included,10844,21,5,1,0,0,1200.0,1430
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00 04 Jun,No info,14714,3,6,0,0,0,960.0,1620
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,12:00,In-flight meal not included,9899,12,6,2,0,0,390.0,330
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,14871,3,3,6,0,0,550.0,710
IndiGo,Chennai,Kolkata,MAA ? CCU,15:35,No info,7295,6,3,2,0,0,800.0,135
Air India,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:15 07 Jun,No info,13465,6,6,3,0,0,1125.0,1470
SpiceJet,Chennai,Kolkata,MAA ? CCU,20:05,No check-in baggage included,3543,21,5,1,0,0,1065.0,140
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 28 Jun,No info,7198,27,6,3,0,0,1140.0,390
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 02 Jun,In-flight meal not included,10262,1,6,5,0,0,480.0,1225
IndiGo,Kolkata,Banglore,CCU ? BLR,17:55,No info,4148,15,3,4,0,0,920.0,155
Jet Airways,Banglore,Delhi,BLR ? DEL,18:10,No info,8016,27,6,3,0,0,915.0,175
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 10 Jun,In-flight meal not included,10262,9,6,6,0,0,1370.0,335
SpiceJet,Kolkata,Banglore,CCU ? BLR,17:25,No check-in baggage included,3841,15,6,5,0,0,895.0,150
Jet Airways,Banglore,New Delhi,BLR ? MAA ? DEL,00:30 13 Mar,No info,11507,12,3,1,0,0,585.0,885
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,20:45,No info,14781,1,5,2,0,0,505.0,740
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00 28 May,No info,16079,27,5,0,0,0,1050.0,1530
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 28 May,In-flight meal not included,12898,27,5,0,0,0,1370.0,335
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,15353,6,3,2,0,0,450.0,705
IndiGo,Banglore,New Delhi,BLR ? DEL,21:20,No info,7303,24,3,6,0,0,1105.0,175
SpiceJet,Kolkata,Banglore,CCU ? MAA ? BLR,20:45,No info,6197,24,3,6,0,0,905.0,340
Air India,Kolkata,Banglore,CCU ? BBI ? BLR,13:15,No info,8996,9,6,6,0,0,550.0,245
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,22:20,No info,6528,21,3,3,0,0,860.0,480
GoAir,Banglore,Delhi,BLR ? DEL,23:40,No info,4239,9,4,1,0,0,1255.0,165
IndiGo,Kolkata,Banglore,CCU ? BLR,23:05,No info,4148,12,3,1,0,0,1225.0,160
SpiceJet,Banglore,Delhi,BLR ? DEL,00:05 25 May,No info,3971,24,5,4,0,0,1270.0,175
Air Asia,Kolkata,Banglore,CCU ? DEL ? BLR,23:30,No info,5192,6,5,0,0,0,455.0,955
Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,12:35 10 Apr,No info,9483,9,4,1,0,0,805.0,1390
Jet Airways,Delhi,Cochin,DEL ? JDH ? BOM ? COK,19:00,No info,18804,3,6,0,0,0,700.0,440
Air India,Delhi,Cochin,DEL ? COK,08:00,No info,5201,18,6,1,0,0,310.0,170
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,16079,27,5,0,0,0,690.0,450
Jet Airways,Banglore,Delhi,BLR ? DEL,22:50,In-flight meal not included,7229,15,6,5,0,0,1190.0,180
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 28 May,No info,6795,27,5,0,0,0,1065.0,465
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,10:55 10 May,No info,10953,9,5,3,0,0,575.0,1520
Multiple carriers,Delhi,Cochin,DEL ? IDR ? BOM ? COK,01:30 25 Jun,No info,15965,24,6,0,0,0,905.0,625
Air India,Delhi,Cochin,DEL ? JDH ? BOM ? COK,19:15 10 Apr,No info,9968,9,4,1,0,0,775.0,1820
IndiGo,Kolkata,Banglore,CCU ? BLR,00:50 07 Jun,No info,4804,6,6,3,0,0,1335.0,155
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,16079,27,5,0,0,0,600.0,540
Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,12:35 13 Jun,In-flight meal not included,11507,12,6,2,0,0,1285.0,910
Air India,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,13:45 10 Jun,No info,11542,9,6,6,0,0,565.0,1700
Jet Airways,Banglore,Delhi,BLR ? DEL,20:45,No info,7229,24,4,2,0,0,1065.0,180
Jet Airways,Banglore,Delhi,BLR ? DEL,08:45,In-flight meal not included,4544,27,4,5,0,0,360.0,165
IndiGo,Delhi,Cochin,DEL ? BLR ? COK,10:05,No info,6496,15,5,2,0,0,310.0,295
IndiGo,Kolkata,Banglore,CCU ? BLR,00:05 16 Jun,No info,4804,15,6,5,0,0,1285.0,160
Air India,Banglore,New Delhi,BLR ? CCU ? DEL,09:15 02 Mar,No info,13439,1,3,4,0,0,665.0,1330
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 28 Mar,In-flight meal not included,6540,27,3,2,0,0,1095.0,610
IndiGo,Banglore,Delhi,BLR ? DEL,02:20 02 Jun,No info,4591,1,6,5,0,0,1410.0,170
IndiGo,Banglore,New Delhi,BLR ? HYD ? DEL,20:35,No info,4437,18,3,0,0,0,975.0,260
Air Asia,Delhi,Cochin,DEL ? BLR ? COK,07:10 22 Mar,No info,6151,21,3,3,0,0,1210.0,660
Jet Airways,Banglore,Delhi,BLR ? DEL,20:45,In-flight meal not included,7754,21,6,4,0,0,1065.0,180
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,12:35 25 Jun,In-flight meal not included,10262,24,6,0,0,0,840.0,1355
Jet Airways,Banglore,Delhi,BLR ? DEL,22:00,No info,8016,9,6,6,0,0,1135.0,185
SpiceJet,Kolkata,Banglore,CCU ? BLR,09:35,No check-in baggage included,4781,24,3,6,0,0,415.0,160
Vistara,Banglore,Delhi,BLR ? DEL,14:20,No info,4668,27,6,3,0,0,690.0,170
Air India,Banglore,New Delhi,BLR ? MAA ? DEL,08:55 07 Mar,No info,14594,6,3,2,0,0,710.0,1265
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,04:45 25 Mar,No info,14231,24,3,6,0,0,1015.0,710
Air India,Delhi,Cochin,DEL ? TRV ? COK,06:50 16 May,No info,8425,15,5,2,0,0,315.0,1535
Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,22:30,No info,9646,12,6,2,0,0,425.0,925
IndiGo,Chennai,Kolkata,MAA ? CCU,17:05,No info,7295,3,3,6,0,0,880.0,145
Air Asia,Kolkata,Banglore,CCU ? BBI ? BLR,10:30,No info,5162,9,4,1,0,0,410.0,220
IndiGo,Banglore,New Delhi,BLR ? DEL,21:20,No info,6860,9,3,5,0,0,1105.0,175
Vistara,Delhi,Cochin,DEL ? COK,09:10,No info,6216,15,4,0,0,0,360.0,190
Air Asia,Kolkata,Banglore,CCU ? DEL ? BLR,19:25,No info,5192,24,5,4,0,0,455.0,710
IndiGo,Banglore,Delhi,BLR ? DEL,22:50,No info,4823,9,4,1,0,0,1200.0,170
SpiceJet,Banglore,Delhi,BLR ? DEL,12:20,No check-in baggage included,3919,3,4,2,0,0,570.0,170
IndiGo,Mumbai,Hyderabad,BOM ? HYD,20:35,No info,2754,3,6,0,0,0,1145.0,90
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,9315,9,5,3,0,0,450.0,690
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,18:50,No info,11667,27,3,2,0,0,600.0,530
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,04:40 13 Jun,In-flight meal not included,6224,12,6,2,0,0,505.0,1215
Air India,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,05:35 25 Mar,No info,13349,24,3,6,0,0,565.0,1210
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,09:00 16 Mar,In-flight meal not included,11087,18,3,0,0,0,1015.0,965
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:35 07 Mar,No info,15603,6,3,2,0,0,780.0,755
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:35 10 May,No info,15129,9,5,3,0,0,1170.0,1025
IndiGo,Banglore,Delhi,BLR ? DEL,19:55,No info,4823,9,4,1,0,0,1015.0,180
Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,22:40,No info,8452,1,5,2,0,0,430.0,930
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,12524,6,6,3,0,0,450.0,690
SpiceJet,Chennai,Kolkata,MAA ? CCU,20:05,No info,3384,27,3,2,0,0,1065.0,140
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00 02 Jun,In-flight meal not included,10262,1,6,5,0,0,1155.0,1425
SpiceJet,Mumbai,Hyderabad,BOM ? HYD,14:45,No check-in baggage included,1965,18,6,1,0,0,795.0,90
IndiGo,Kolkata,Banglore,CCU ? BLR,00:50 19 May,No info,4804,18,5,5,0,0,1335.0,155
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00 28 May,No info,16079,27,5,0,0,0,1095.0,1485
Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,19:00 02 Jun,No info,13292,1,6,5,0,0,1285.0,1295
Air Asia,Delhi,Cochin,DEL ? BLR ? COK,13:25,No info,6751,9,5,3,0,0,475.0,330
Air India,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,8669,15,5,2,0,0,420.0,735
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,01:35 04 Mar,No info,14871,3,3,6,0,0,1050.0,485
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,In-flight meal not included,12898,21,5,1,0,0,840.0,300
SpiceJet,Banglore,Delhi,BLR ? DEL,12:20,No check-in baggage included,3919,6,6,3,0,0,570.0,170
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,36983,1,3,4,0,0,770.0,385
IndiGo,Chennai,Kolkata,MAA ? CCU,21:55,No info,3597,3,6,0,0,0,1175.0,140
Air India,Banglore,New Delhi,BLR ? DEL,19:45,No info,10741,9,3,5,0,0,1020.0,165
Air India,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,05:35 07 Jun,No info,11432,6,6,3,0,0,1010.0,765
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,10:45 13 Mar,In-flight meal not included,11087,12,3,1,0,0,1135.0,950
Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,12:35 04 Jun,No info,13292,3,6,0,0,0,575.0,1620
Air India,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,07:40 16 Jun,No info,10493,15,6,5,0,0,315.0,1585
GoAir,Banglore,New Delhi,BLR ? DEL,10:40,No info,7631,9,3,5,0,0,465.0,175
Air India,Delhi,Cochin,DEL ? CCU ? BOM ? COK,07:40 07 Jun,No info,13381,6,6,3,0,0,410.0,1490
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,04:40 07 Jun,No info,13731,6,6,3,0,0,1200.0,520
Air India,Delhi,Cochin,DEL ? BHO ? BOM ? COK,07:40 22 May,No info,11911,21,5,1,0,0,355.0,1545
IndiGo,Banglore,Delhi,BLR ? DEL,02:20 19 Apr,No info,4591,18,4,3,0,0,1410.0,170
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,14848,3,6,0,0,0,780.0,375
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,8266,12,6,2,0,0,525.0,630
Air India,Delhi,Cochin,DEL ? HYD ? BOM ? COK,19:15 19 May,No info,12392,18,5,5,0,0,1035.0,1560
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,12:00 13 Jun,No info,13044,12,6,2,0,0,1135.0,1025
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 22 May,In-flight meal not included,12898,21,5,1,0,0,425.0,1280
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 22 Mar,No info,12242,21,3,3,0,0,1370.0,335
IndiGo,Banglore,Delhi,BLR ? DEL,13:00,No info,3943,18,5,5,0,0,610.0,170
Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,22:10 25 Mar,No info,11105,24,3,6,0,0,1220.0,1550
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,09:20 13 May,No info,14388,12,5,6,0,0,1270.0,730
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:35 19 May,No info,13014,18,5,5,0,0,1170.0,1025
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,18:50,No info,15411,6,3,2,0,0,620.0,510
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,18:50 10 Mar,No info,16289,9,3,5,0,0,1185.0,1385
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,16:10,No info,6442,15,5,2,0,0,410.0,560
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,16:20,In-flight meal not included,10844,18,5,5,0,0,505.0,475
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,11:50,No info,5678,18,5,5,0,0,620.0,90
IndiGo,Banglore,Delhi,BLR ? DEL,02:20 13 Apr,No info,6906,12,4,4,0,0,1410.0,170
SpiceJet,Chennai,Kolkata,MAA ? CCU,12:00,No check-in baggage included,3543,21,5,1,0,0,585.0,135
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,14714,6,6,3,0,0,540.0,600
Vistara Premium economy,Banglore,New Delhi,BLR ? DEL,18:35,No info,11793,3,3,6,0,0,960.0,155
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,14323,15,5,2,0,0,690.0,465
SpiceJet,Banglore,Delhi,BLR ? DEL,00:05 10 Apr,No info,3971,9,4,1,0,0,1270.0,175
Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,22:40 07 May,No info,8452,6,5,0,0,0,1220.0,1580
Vistara,Banglore,Delhi,BLR ? DEL,09:40,No info,5403,12,4,4,0,0,420.0,160
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,13727,9,5,3,0,0,600.0,660
Air India,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,05:25 02 Apr,No info,12639,1,4,0,0,0,600.0,1165
Jet Airways,Banglore,Delhi,BLR ? DEL,18:10,In-flight meal not included,5198,18,4,3,0,0,915.0,175
Vistara,Banglore,Delhi,BLR ? DEL,22:15,No info,4878,1,6,5,0,0,1170.0,165
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00 19 May,In-flight meal not included,12373,18,5,5,0,0,1185.0,1395
Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,16:10,In-flight meal not included,8552,3,3,6,0,0,430.0,540
Vistara,Delhi,Cochin,DEL ? COK,17:50,No info,6741,21,4,6,0,0,880.0,190
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,6481,9,4,1,0,0,770.0,385
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,7354,6,6,3,0,0,635.0,520
Air India,Banglore,Delhi,BLR ? DEL,23:55,No info,5228,21,4,6,0,0,1265.0,170
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,20:45,In-flight meal not included,10844,12,5,6,0,0,505.0,740
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,12:10,No info,6347,18,5,5,0,0,410.0,320
Air India,Banglore,New Delhi,BLR ? HYD ? DEL,12:15,No info,5013,15,3,4,0,0,495.0,240
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,04:40 10 Jun,In-flight meal not included,9663,9,6,6,0,0,1135.0,585
IndiGo,Banglore,Delhi,BLR ? DEL,21:20,No info,4823,6,4,5,0,0,1105.0,175
Air India,Delhi,Cochin,DEL ? CCU ? BOM ? COK,19:15 25 Jun,No info,13381,24,6,0,0,0,1015.0,1580
SpiceJet,Chennai,Kolkata,MAA ? CCU,12:00,No check-in baggage included,3543,1,6,5,0,0,585.0,135
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,04:40 16 May,In-flight meal not included,9663,15,5,2,0,0,1135.0,585
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,19:50 02 Apr,In-flight meal not included,7064,1,4,0,0,0,1135.0,1495
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,In-flight meal not included,10262,9,6,6,0,0,425.0,715
Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,19:15,No info,13013,1,6,5,0,0,655.0,500
Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,12:35 28 Jun,No info,15339,27,6,3,0,0,1150.0,1045
GoAir,Banglore,Delhi,BLR ? DEL,14:30,No info,4937,18,4,3,0,0,700.0,170
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,12:10,No info,6818,6,6,3,0,0,305.0,425
Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,19:15 19 May,No info,10441,18,5,5,0,0,1320.0,1275
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,In-flight meal not included,5177,3,4,2,0,0,840.0,300
IndiGo,Chennai,Kolkata,MAA ? CCU,14:00,No info,3858,27,6,3,0,0,695.0,145
IndiGo,Kolkata,Banglore,CCU ? PNQ ? BLR,02:15 19 May,No info,6534,18,5,5,0,0,1260.0,315
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 16 Jun,No info,6795,15,6,5,0,0,620.0,910
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,9736,3,6,0,0,0,450.0,705
Jet Airways,Banglore,Delhi,BLR ? DEL,22:50,No info,7229,1,5,2,0,0,1190.0,180
SpiceJet,Delhi,Cochin,DEL ? BLR ? COK,22:50,No info,4957,24,4,2,0,0,1075.0,295
IndiGo,Banglore,New Delhi,BLR ? DEL,08:45,No info,7648,9,3,5,0,0,360.0,165
SpiceJet,Kolkata,Banglore,CCU ? BLR,17:25,No info,3873,15,6,5,0,0,895.0,150
