Airline,Source,Destination,Total_Stops,Additional_Info,Price,Date_of_Journey_day,Date_of_Journey_month,Date_of_Journey_weekday,Date_of_Journey_hour,Date_of_Journey_minute,Route_stops,Dep_Time_minutes,Arrival_Time_minutes,Duration_minutes
Multiple carriers,Delhi,Cochin,1 stop,No info,7695,21,3,3,0,0,2.0,700.0,95,835
IndiGo,Delhi,Cochin,1 stop,No info,5684,24,6,0,0,0,2.0,685.0,90,845
Air India,Kolkata,Banglore,1 stop,No info,8366,12,6,2,0,0,2.0,1010.0,475,905
Air India,Chennai,Kolkata,non-stop,No info,19630,1,3,4,0,0,1.0,700.0,835,135
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,13502,6,3,2,0,0,2.0,845.0,305,900
Jet Airways,Kolkata,Banglore,1 stop,No info,14781,1,5,2,0,0,2.0,1270.0,605,775
Multiple carriers,Delhi,Cochin,1 stop,No info,6513,12,6,2,0,0,2.0,430.0,970,540
Air India,Delhi,Cochin,1 stop,No info,9929,1,6,5,0,0,2.0,420.0,1155,735
Multiple carriers,Delhi,Cochin,2 stops,No info,18275,6,6,3,0,0,3.0,1070.0,90,460
Air India,Delhi,Cochin,1 stop,No info,4487,9,4,1,0,0,2.0,365.0,565,1640
IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,15,3,4,0,0,1.0,1280.0,1365,85
Air India,Mumbai,Hyderabad,non-stop,No info,2575,27,3,2,0,0,1.0,380.0,460,80
SpiceJet,Kolkata,Banglore,1 stop,No info,8224,12,6,2,0,0,2.0,955.0,1285,330
Air India,Delhi,Cochin,1 stop,No info,8991,9,3,5,0,0,2.0,1230.0,495,705
IndiGo,Delhi,Cochin,non-stop,No info,5000,24,6,0,0,0,1.0,335.0,530,195
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8529,12,6,2,0,0,2.0,1135.0,1190,1495
Air India,Delhi,Cochin,1 stop,No info,14042,3,3,6,0,0,2.0,365.0,565,1640
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4030,24,5,4,0,0,1.0,670.0,845,175
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,6,6,3,0,0,2.0,1135.0,720,1025
IndiGo,Kolkata,Banglore,non-stop,No info,4804,6,5,0,0,0,1.0,1285.0,5,160
Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,7308,27,5,0,0,0,2.0,1050.0,90,480
IndiGo,Banglore,Delhi,non-stop,No info,4823,12,5,6,0,0,1.0,1015.0,1195,180
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,24,6,0,0,0,2.0,540.0,755,1655
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898,27,5,0,0,0,2.0,1255.0,265,450
Air India,Banglore,New Delhi,2 stops,No info,12778,12,3,1,0,0,3.0,1045.0,980,1375
IndiGo,Delhi,Cochin,1 stop,No info,14871,3,3,6,0,0,2.0,285.0,800,515
Air India,Delhi,Cochin,2 stops,No info,8708,21,3,3,0,0,3.0,800.0,1155,1795
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,6,6,3,0,0,2.0,1200.0,1095,1335
SpiceJet,Mumbai,Hyderabad,non-stop,No info,4129,6,3,2,0,0,1.0,345.0,425,80
IndiGo,Kolkata,Banglore,non-stop,No info,4804,18,5,5,0,0,1.0,1285.0,5,160
Jet Airways,Banglore,Delhi,non-stop,No info,7229,6,5,0,0,0,1.0,500.0,680,180
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,7832,21,3,3,0,0,2.0,420.0,1150,730
SpiceJet,Chennai,Kolkata,non-stop,No info,3859,18,3,0,0,0,1.0,570.0,725,155
Multiple carriers,Delhi,Cochin,1 stop,No info,9001,6,6,3,0,0,2.0,450.0,1155,705
Vistara,Banglore,Delhi,non-stop,No info,4878,9,5,3,0,0,1.0,1020.0,1175,155
IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,3,5,4,0,0,1.0,155.0,245,90
Vistara,Banglore,Delhi,non-stop,No info,4668,27,6,3,0,0,1.0,420.0,580,160
Air Asia,Kolkata,Banglore,non-stop,No info,5216,12,5,6,0,0,1.0,620.0,775,155
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,6,6,3,0,0,3.0,330.0,265,1375
IndiGo,Delhi,Cochin,2 stops,No info,8146,9,3,5,0,0,3.0,400.0,1280,880
Jet Airways,Delhi,Cochin,1 stop,No info,12242,27,3,2,0,0,2.0,780.0,265,925
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,9134,15,3,4,0,0,2.0,480.0,915,435
Air India,Delhi,Cochin,2 stops,No info,10939,6,6,3,0,0,3.0,795.0,565,1210
Air India,Delhi,Cochin,2 stops,No info,11753,6,6,3,0,0,3.0,655.0,460,1245
SpiceJet,Kolkata,Banglore,non-stop,No info,4174,24,4,2,0,0,1.0,1030.0,1180,150
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,21,5,1,0,0,2.0,1200.0,1190,1430
Jet Airways,Delhi,Cochin,1 stop,No info,14714,3,6,0,0,0,2.0,960.0,1140,1620
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9899,12,6,2,0,0,2.0,390.0,720,330
IndiGo,Delhi,Cochin,1 stop,No info,14871,3,3,6,0,0,2.0,550.0,1260,710
IndiGo,Chennai,Kolkata,non-stop,No info,7295,6,3,2,0,0,1.0,800.0,935,135
Air India,Delhi,Cochin,2 stops,No info,13465,6,6,3,0,0,3.0,1125.0,1155,1470
SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3543,21,5,1,0,0,1.0,1065.0,1205,140
Multiple carriers,Delhi,Cochin,1 stop,No info,7198,27,6,3,0,0,2.0,1140.0,90,390
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,1,6,5,0,0,2.0,480.0,265,1225
IndiGo,Kolkata,Banglore,non-stop,No info,4148,15,3,4,0,0,1.0,920.0,1075,155
Jet Airways,Banglore,Delhi,non-stop,No info,8016,27,6,3,0,0,1.0,915.0,1090,175
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,9,6,6,0,0,2.0,1370.0,265,335
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,15,6,5,0,0,1.0,895.0,1045,150
Jet Airways,Banglore,New Delhi,1 stop,No info,11507,12,3,1,0,0,2.0,585.0,30,885
Jet Airways,Kolkata,Banglore,1 stop,No info,14781,1,5,2,0,0,2.0,505.0,1245,740
Jet Airways,Delhi,Cochin,1 stop,No info,16079,27,5,0,0,0,2.0,1050.0,1140,1530
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898,27,5,0,0,0,2.0,1370.0,265,335
Multiple carriers,Delhi,Cochin,1 stop,No info,15353,6,3,2,0,0,2.0,450.0,1155,705
IndiGo,Banglore,New Delhi,non-stop,No info,7303,24,3,6,0,0,1.0,1105.0,1280,175
SpiceJet,Kolkata,Banglore,1 stop,No info,6197,24,3,6,0,0,2.0,905.0,1245,340
Air India,Kolkata,Banglore,1 stop,No info,8996,9,6,6,0,0,2.0,550.0,795,245
IndiGo,Delhi,Cochin,1 stop,No info,6528,21,3,3,0,0,2.0,860.0,1340,480
GoAir,Banglore,Delhi,non-stop,No info,4239,9,4,1,0,0,1.0,1255.0,1420,165
IndiGo,Kolkata,Banglore,non-stop,No info,4148,12,3,1,0,0,1.0,1225.0,1385,160
SpiceJet,Banglore,Delhi,non-stop,No info,3971,24,5,4,0,0,1.0,1270.0,5,175
Air Asia,Kolkata,Banglore,1 stop,No info,5192,6,5,0,0,0,2.0,455.0,1410,955
Jet Airways,Delhi,Cochin,2 stops,No info,9483,9,4,1,0,0,3.0,805.0,755,1390
Jet Airways,Delhi,Cochin,2 stops,No info,18804,3,6,0,0,0,3.0,700.0,1140,440
Air India,Delhi,Cochin,non-stop,No info,5201,18,6,1,0,0,1.0,310.0,480,170
Jet Airways,Delhi,Cochin,1 stop,No info,16079,27,5,0,0,0,2.0,690.0,1140,450
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,7229,15,6,5,0,0,1.0,1190.0,1370,180
Multiple carriers,Delhi,Cochin,1 stop,No info,6795,27,5,0,0,0,2.0,1065.0,90,465
Jet Airways,Kolkata,Banglore,1 stop,No info,10953,9,5,3,0,0,2.0,575.0,655,1520
Multiple carriers,Delhi,Cochin,2 stops,No info,15965,24,6,0,0,0,3.0,905.0,90,625
Air India,Delhi,Cochin,2 stops,No info,9968,9,4,1,0,0,3.0,775.0,1155,1820
IndiGo,Kolkata,Banglore,non-stop,No info,4804,6,6,3,0,0,1.0,1335.0,50,155
Jet Airways,Delhi,Cochin,1 stop,No info,16079,27,5,0,0,0,2.0,600.0,1140,540
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,11507,12,6,2,0,0,3.0,1285.0,755,910
Air India,Kolkata,Banglore,2 stops,No info,11542,9,6,6,0,0,3.0,565.0,825,1700
Jet Airways,Banglore,Delhi,non-stop,No info,7229,24,4,2,0,0,1.0,1065.0,1245,180
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4544,27,4,5,0,0,1.0,360.0,525,165
IndiGo,Delhi,Cochin,1 stop,No info,6496,15,5,2,0,0,2.0,310.0,605,295
IndiGo,Kolkata,Banglore,non-stop,No info,4804,15,6,5,0,0,1.0,1285.0,5,160
Air India,Banglore,New Delhi,1 stop,No info,13439,1,3,4,0,0,2.0,665.0,555,1330
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,6540,27,3,2,0,0,2.0,1095.0,265,610
IndiGo,Banglore,Delhi,non-stop,No info,4591,1,6,5,0,0,1.0,1410.0,140,170
IndiGo,Banglore,New Delhi,1 stop,No info,4437,18,3,0,0,0,2.0,975.0,1235,260
Air Asia,Delhi,Cochin,1 stop,No info,6151,21,3,3,0,0,2.0,1210.0,430,660
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,7754,21,6,4,0,0,1.0,1065.0,1245,180
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,24,6,0,0,0,2.0,840.0,755,1355
Jet Airways,Banglore,Delhi,non-stop,No info,8016,9,6,6,0,0,1.0,1135.0,1320,185
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,4781,24,3,6,0,0,1.0,415.0,575,160
Vistara,Banglore,Delhi,non-stop,No info,4668,27,6,3,0,0,1.0,690.0,860,170
Air India,Banglore,New Delhi,1 stop,No info,14594,6,3,2,0,0,2.0,710.0,535,1265
Jet Airways,Kolkata,Banglore,1 stop,No info,14231,24,3,6,0,0,2.0,1015.0,285,710
Air India,Delhi,Cochin,1 stop,No info,8425,15,5,2,0,0,2.0,315.0,410,1535
Multiple carriers,Delhi,Cochin,1 stop,No info,9646,12,6,2,0,0,2.0,425.0,1350,925
IndiGo,Chennai,Kolkata,non-stop,No info,7295,3,3,6,0,0,1.0,880.0,1025,145
Air Asia,Kolkata,Banglore,1 stop,No info,5162,9,4,1,0,0,2.0,410.0,630,220
IndiGo,Banglore,New Delhi,non-stop,No info,6860,9,3,5,0,0,1.0,1105.0,1280,175
Vistara,Delhi,Cochin,non-stop,No info,6216,15,4,0,0,0,1.0,360.0,550,190
Air Asia,Kolkata,Banglore,1 stop,No info,5192,24,5,4,0,0,2.0,455.0,1165,710
IndiGo,Banglore,Delhi,non-stop,No info,4823,9,4,1,0,0,1.0,1200.0,1370,170
SpiceJet,Banglore,Delhi,non-stop,No check-in baggage included,3919,3,4,2,0,0,1.0,570.0,740,170
IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,3,6,0,0,0,1.0,1145.0,1235,90
Multiple carriers,Delhi,Cochin,1 stop,No info,9315,9,5,3,0,0,2.0,450.0,1140,690
Multiple carriers,Delhi,Cochin,1 stop,No info,11667,27,3,2,0,0,2.0,600.0,1130,530
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,6224,12,6,2,0,0,2.0,505.0,280,1215
Air India,Kolkata,Banglore,2 stops,No info,13349,24,3,6,0,0,3.0,565.0,335,1210
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,11087,18,3,0,0,0,2.0,1015.0,540,965
Multiple carriers,Delhi,Cochin,1 stop,No info,15603,6,3,2,0,0,2.0,780.0,95,755
Jet Airways,Delhi,Cochin,2 stops,No info,15129,9,5,3,0,0,3.0,1170.0,755,1025
IndiGo,Banglore,Delhi,non-stop,No info,4823,9,4,1,0,0,1.0,1015.0,1195,180
Vistara,Kolkata,Banglore,1 stop,No info,8452,1,5,2,0,0,2.0,430.0,1360,930
Multiple carriers,Delhi,Cochin,1 stop,No info,12524,6,6,3,0,0,2.0,450.0,1140,690
SpiceJet,Chennai,Kolkata,non-stop,No info,3384,27,3,2,0,0,1.0,1065.0,1205,140
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,1,6,5,0,0,2.0,1155.0,1140,1425
SpiceJet,Mumbai,Hyderabad,non-stop,No check-in baggage included,1965,18,6,1,0,0,1.0,795.0,885,90
IndiGo,Kolkata,Banglore,non-stop,No info,4804,18,5,5,0,0,1.0,1335.0,50,155
Jet Airways,Delhi,Cochin,1 stop,No info,16079,27,5,0,0,0,2.0,1095.0,1140,1485
Jet Airways,Delhi,Cochin,2 stops,No info,13292,1,6,5,0,0,3.0,1285.0,1140,1295
Air Asia,Delhi,Cochin,1 stop,No info,6751,9,5,3,0,0,2.0,475.0,805,330
Air India,Delhi,Cochin,1 stop,No info,8669,15,5,2,0,0,2.0,420.0,1155,735
IndiGo,Delhi,Cochin,1 stop,No info,14871,3,3,6,0,0,2.0,1050.0,95,485
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898,21,5,1,0,0,2.0,840.0,1140,300
SpiceJet,Banglore,Delhi,non-stop,No check-in baggage included,3919,6,6,3,0,0,1.0,570.0,740,170
Multiple carriers,Delhi,Cochin,1 stop,No info,36983,1,3,4,0,0,2.0,770.0,1155,385
IndiGo,Chennai,Kolkata,non-stop,No info,3597,3,6,0,0,0,1.0,1175.0,1315,140
Air India,Banglore,New Delhi,non-stop,No info,10741,9,3,5,0,0,1.0,1020.0,1185,165
Air India,Kolkata,Banglore,2 stops,No info,11432,6,6,3,0,0,3.0,1010.0,335,765
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,11087,12,3,1,0,0,2.0,1135.0,645,950
Jet Airways,Delhi,Cochin,2 stops,No info,13292,3,6,0,0,0,3.0,575.0,755,1620
Air India,Delhi,Cochin,3 stops,No info,10493,15,6,5,0,0,4.0,315.0,460,1585
GoAir,Banglore,New Delhi,non-stop,No info,7631,9,3,5,0,0,1.0,465.0,640,175
Air India,Delhi,Cochin,2 stops,No info,13381,6,6,3,0,0,3.0,410.0,460,1490
Jet Airways,Kolkata,Banglore,1 stop,No info,13731,6,6,3,0,0,2.0,1200.0,280,520
Air India,Delhi,Cochin,2 stops,No info,11911,21,5,1,0,0,3.0,355.0,460,1545
IndiGo,Banglore,Delhi,non-stop,No info,4591,18,4,3,0,0,1.0,1410.0,140,170
Multiple carriers,Delhi,Cochin,1 stop,No info,14848,3,6,0,0,0,2.0,780.0,1155,375
Multiple carriers,Delhi,Cochin,1 stop,No info,8266,12,6,2,0,0,2.0,525.0,1155,630
Air India,Delhi,Cochin,2 stops,No info,12392,18,5,5,0,0,3.0,1035.0,1155,1560
Jet Airways,Kolkata,Banglore,1 stop,No info,13044,12,6,2,0,0,2.0,1135.0,720,1025
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898,21,5,1,0,0,2.0,425.0,265,1280
Jet Airways,Delhi,Cochin,1 stop,No info,12242,21,3,3,0,0,2.0,1370.0,265,335
IndiGo,Banglore,Delhi,non-stop,No info,3943,18,5,5,0,0,1.0,610.0,780,170
Vistara,Kolkata,Banglore,1 stop,No info,11105,24,3,6,0,0,2.0,1220.0,1330,1550
Jet Airways,Kolkata,Banglore,1 stop,No info,14388,12,5,6,0,0,2.0,1270.0,560,730
Jet Airways,Delhi,Cochin,2 stops,No info,13014,18,5,5,0,0,3.0,1170.0,755,1025
Multiple carriers,Delhi,Cochin,1 stop,No info,15411,6,3,2,0,0,2.0,620.0,1130,510
Jet Airways,Delhi,Cochin,1 stop,No info,16289,9,3,5,0,0,2.0,1185.0,1130,1385
IndiGo,Delhi,Cochin,1 stop,No info,6442,15,5,2,0,0,2.0,410.0,970,560
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,18,5,5,0,0,2.0,505.0,980,475
Jet Airways,Mumbai,Hyderabad,non-stop,No info,5678,18,5,5,0,0,1.0,620.0,710,90
IndiGo,Banglore,Delhi,non-stop,No info,6906,12,4,4,0,0,1.0,1410.0,140,170
SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3543,21,5,1,0,0,1.0,585.0,720,135
Jet Airways,Delhi,Cochin,1 stop,No info,14714,6,6,3,0,0,2.0,540.0,1140,600
Vistara Premium economy,Banglore,New Delhi,non-stop,No info,11793,3,3,6,0,0,1.0,960.0,1115,155
Multiple carriers,Delhi,Cochin,1 stop,No info,14323,15,5,2,0,0,2.0,690.0,1155,465
SpiceJet,Banglore,Delhi,non-stop,No info,3971,9,4,1,0,0,1.0,1270.0,5,175
Vistara,Kolkata,Banglore,1 stop,No info,8452,6,5,0,0,0,2.0,1220.0,1360,1580
Vistara,Banglore,Delhi,non-stop,No info,5403,12,4,4,0,0,1.0,420.0,580,160
Multiple carriers,Delhi,Cochin,1 stop,No info,13727,9,5,3,0,0,2.0,600.0,1260,660
Air India,Kolkata,Banglore,2 stops,No info,12639,1,4,0,0,0,3.0,600.0,325,1165
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,5198,18,4,3,0,0,1.0,915.0,1090,175
Vistara,Banglore,Delhi,non-stop,No info,4878,1,6,5,0,0,1.0,1170.0,1335,165
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373,18,5,5,0,0,2.0,1185.0,1140,1395
Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,8552,3,3,6,0,0,2.0,430.0,970,540
Vistara,Delhi,Cochin,non-stop,No info,6741,21,4,6,0,0,1.0,880.0,1070,190
Multiple carriers,Delhi,Cochin,1 stop,No info,6481,9,4,1,0,0,2.0,770.0,1155,385
Multiple carriers,Delhi,Cochin,1 stop,No info,7354,6,6,3,0,0,2.0,635.0,1155,520
Air India,Banglore,Delhi,non-stop,No info,5228,21,4,6,0,0,1.0,1265.0,1435,170
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,12,5,6,0,0,2.0,505.0,1245,740
IndiGo,Delhi,Cochin,1 stop,No info,6347,18,5,5,0,0,2.0,410.0,730,320
Air India,Banglore,New Delhi,1 stop,No info,5013,15,3,4,0,0,2.0,495.0,735,240
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663,9,6,6,0,0,2.0,1135.0,280,585
IndiGo,Banglore,Delhi,non-stop,No info,4823,6,4,5,0,0,1.0,1105.0,1280,175
Air India,Delhi,Cochin,2 stops,No info,13381,24,6,0,0,0,3.0,1015.0,1155,1580
SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3543,1,6,5,0,0,1.0,585.0,720,135
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663,15,5,2,0,0,2.0,1135.0,280,585
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7064,1,4,0,0,0,2.0,1135.0,1190,1495
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,9,6,6,0,0,2.0,425.0,1140,715
Air India,Delhi,Cochin,2 stops,No info,13013,1,6,5,0,0,3.0,655.0,1155,500
Jet Airways,Delhi,Cochin,2 stops,No info,15339,27,6,3,0,0,3.0,1150.0,755,1045
GoAir,Banglore,Delhi,non-stop,No info,4937,18,4,3,0,0,1.0,700.0,870,170
IndiGo,Delhi,Cochin,1 stop,No info,6818,6,6,3,0,0,2.0,305.0,730,425
Air India,Delhi,Cochin,2 stops,No info,10441,18,5,5,0,0,3.0,1320.0,1155,1275
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,5177,3,4,2,0,0,2.0,840.0,1140,300
IndiGo,Chennai,Kolkata,non-stop,No info,3858,27,6,3,0,0,1.0,695.0,840,145
IndiGo,Kolkata,Banglore,1 stop,No info,6534,18,5,5,0,0,2.0,1260.0,135,315
Multiple carriers,Delhi,Cochin,1 stop,No info,6795,15,6,5,0,0,2.0,620.0,90,910
Multiple carriers,Delhi,Cochin,1 stop,No info,9736,3,6,0,0,0,2.0,450.0,1155,705
Jet Airways,Banglore,Delhi,non-stop,No info,7229,1,5,2,0,0,1.0,1190.0,1370,180
SpiceJet,Delhi,Cochin,1 stop,No info,4957,24,4,2,0,0,2.0,1075.0,1370,295
IndiGo,Banglore,New Delhi,non-stop,No info,7648,9,3,5,0,0,1.0,360.0,525,165
SpiceJet,Kolkata,Banglore,non-stop,No info,3873,15,6,5,0,0,1.0,895.0,1045,150
Jet Airways,Kolkata,Banglore,1 stop,No info,14388,12,5,6,0,0,2.0,1135.0,280,585
IndiGo,Kolkata,Banglore,non-stop,No info,5618,6,3,2,0,0,1.0,1035.0,1195,160
Multiple carriers,Delhi,Cochin,1 stop,No info,7408,9,6,6,0,0,2.0,1140.0,90,390
Air Asia,Delhi,Cochin,1 stop,No info,13774,3,3,6,0,0,2.0,1005.0,1335,330
Vistara,Banglore,Delhi,non-stop,No info,4668,3,5,4,0,0,1.0,420.0,580,160
Jet Airways,Delhi,Cochin,2 stops,No info,13082,21,3,3,0,0,3.0,1100.0,265,2045
Air India,Delhi,Cochin,1 stop,No info,8669,3,6,0,0,0,2.0,230.0,1155,925
IndiGo,Delhi,Cochin,1 stop,No info,6316,24,6,0,0,0,2.0,960.0,90,570
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12583,6,3,2,0,0,2.0,1340.0,265,365
Vistara,Banglore,New Delhi,non-stop,No info,7923,9,3,5,0,0,1.0,970.0,1130,160
GoAir,Delhi,Cochin,1 stop,No info,7378,3,3,6,0,0,2.0,420.0,770,350
Vistara,Banglore,Delhi,non-stop,No info,4878,3,6,0,0,0,1.0,1170.0,1335,165
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,18,5,5,0,0,2.0,990.0,1190,1640
Jet Airways,Banglore,Delhi,non-stop,No info,7229,3,4,2,0,0,1.0,500.0,680,180
SpiceJet,Delhi,Cochin,1 stop,No info,6297,21,5,1,0,0,2.0,365.0,680,315
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8529,12,6,2,0,0,2.0,1200.0,720,960
Multiple carriers,Delhi,Cochin,1 stop,No info,13727,18,5,5,0,0,2.0,840.0,1260,420
SpiceJet,Kolkata,Banglore,1 stop,No info,6643,24,5,4,0,0,2.0,515.0,1035,520
Multiple carriers,Delhi,Cochin,1 stop,No info,10197,9,5,3,0,0,2.0,600.0,1140,540
SpiceJet,Kolkata,Banglore,non-stop,No info,4911,21,4,6,0,0,1.0,1340.0,40,140
IndiGo,Chennai,Kolkata,non-stop,No info,6482,6,3,2,0,0,1.0,315.0,455,140
Jet Airways,Banglore,New Delhi,1 stop,No info,26890,1,3,4,0,0,2.0,535.0,915,380
IndiGo,Kolkata,Banglore,1 stop,No info,3717,18,5,5,0,0,2.0,1160.0,1425,265
IndiGo,Chennai,Kolkata,non-stop,No info,3597,1,6,5,0,0,1.0,795.0,935,140
Air India,Banglore,New Delhi,2 stops,No info,10846,18,3,0,0,0,3.0,665.0,1330,665
Air India,Banglore,New Delhi,1 stop,No info,14069,1,3,4,0,0,2.0,350.0,1365,1015
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,5177,1,4,0,0,0,2.0,1370.0,755,825
Air India,Delhi,Cochin,2 stops,No info,14641,6,3,2,0,0,3.0,355.0,460,1545
IndiGo,Delhi,Cochin,1 stop,No info,6442,6,6,3,0,0,2.0,515.0,1350,835
Air India,Delhi,Cochin,1 stop,No info,5704,21,3,3,0,0,2.0,1065.0,1380,315
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663,6,5,0,0,0,2.0,845.0,560,1155
Jet Airways,Delhi,Cochin,1 stop,No info,14714,6,6,3,0,0,2.0,1255.0,265,450
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,5406,1,4,0,0,0,2.0,600.0,1140,540
Vistara,Kolkata,Banglore,1 stop,No info,8610,15,5,2,0,0,2.0,1220.0,1220,1440
Jet Airways,Delhi,Cochin,2 stops,No info,14237,12,6,2,0,0,3.0,1105.0,755,1090
IndiGo,Banglore,Delhi,non-stop,No info,4823,9,6,6,0,0,1.0,430.0,605,175
IndiGo,Mumbai,Hyderabad,non-stop,No info,2227,27,3,2,0,0,1.0,1205.0,1295,90
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373,18,5,5,0,0,2.0,425.0,265,1280
Air India,Delhi,Cochin,1 stop,No info,8372,6,6,3,0,0,2.0,780.0,1155,375
Jet Airways,Delhi,Cochin,1 stop,No info,17024,3,3,6,0,0,2.0,835.0,265,870
Air India,Mumbai,Hyderabad,non-stop,No info,3100,27,5,0,0,0,1.0,1265.0,1345,80
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,14053,9,3,5,0,0,2.0,410.0,1185,775
IndiGo,Chennai,Kolkata,non-stop,No info,3540,9,5,3,0,0,1.0,315.0,460,145
Vistara,Kolkata,Banglore,1 stop,No info,9345,21,5,1,0,0,2.0,1220.0,1130,1350
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,1,6,5,0,0,3.0,330.0,265,1375
Jet Airways,Banglore,New Delhi,1 stop,No info,26890,1,3,4,0,0,2.0,420.0,745,325
SpiceJet,Mumbai,Hyderabad,non-stop,No info,5755,9,3,5,0,0,1.0,530.0,615,85
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,7832,21,3,3,0,0,2.0,535.0,970,435
Jet Airways,Kolkata,Banglore,1 stop,No info,14388,6,5,0,0,0,2.0,505.0,1245,740
Air India,Delhi,Cochin,2 stops,No info,8839,27,6,3,0,0,3.0,795.0,565,1210
Air India,Delhi,Cochin,2 stops,No info,22096,3,3,6,0,0,3.0,1320.0,1155,1275
Vistara,Chennai,Kolkata,non-stop,No info,3687,27,5,0,0,0,1.0,425.0,560,135
Multiple carriers,Delhi,Cochin,1 stop,No info,9627,15,5,2,0,0,2.0,510.0,1140,630
Multiple carriers,Delhi,Cochin,1 stop,No info,13542,21,3,3,0,0,2.0,690.0,95,845
IndiGo,Banglore,Delhi,non-stop,No info,4423,27,4,5,0,0,1.0,240.0,410,170
IndiGo,Delhi,Cochin,2 stops,No info,8899,3,3,6,0,0,3.0,295.0,1280,985
SpiceJet,Delhi,Cochin,1 stop,No info,5583,21,4,6,0,0,2.0,365.0,680,315
Air Asia,Delhi,Cochin,1 stop,No info,6752,27,5,0,0,0,2.0,1005.0,395,830
SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3543,21,5,1,0,0,1.0,500.0,635,135
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,7832,21,3,3,0,0,2.0,480.0,915,435
Air India,Kolkata,Banglore,2 stops,No info,10991,1,5,2,0,0,3.0,350.0,535,1625
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898,27,5,0,0,0,2.0,540.0,755,1655
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898,27,5,0,0,0,2.0,840.0,1140,300
GoAir,Banglore,Delhi,non-stop,No info,3398,24,5,4,0,0,1.0,700.0,870,170
Air India,Delhi,Cochin,non-stop,No info,5201,24,4,2,0,0,1.0,310.0,480,170
Air India,Kolkata,Banglore,2 stops,No info,13873,6,5,0,0,0,3.0,600.0,80,920
